AllPixelMeanR,AllPixelMeanG,AllPixelMeanB
142,139,132
137,134,127
137,134,127
131,129,121
131,129,121
168,138,118
182,180,176
182,180,176
204,201,199
204,201,199
166,137,118
166,137,118
166,137,118
160,141,125
159,133,116
139,135,129
139,135,129
139,135,129
139,135,129
184,179,161
162,132,114
151,131,115
197,191,172
198,193,176
153,132,112
153,132,112
153,132,112
91,73,58
159,133,116
159,133,116
159,133,116
159,133,116
159,157,155
151,128,112
151,128,112
156,132,115
156,132,115
156,132,115
154,151,149
154,151,149
154,151,149
206,203,201
206,203,201
152,150,147
152,150,147
152,150,147
152,150,147
153,140,128
143,140,131
143,140,131
143,140,131
143,140,131
137,135,133
133,111,96
133,111,96
133,111,96
146,120,105
146,120,105
141,138,131
141,138,131
141,138,131
141,138,131
174,153,131
174,153,131
174,153,131
146,117,100
146,117,100
146,117,100
138,135,127
138,135,127
138,135,127
148,141,135
148,141,135
148,141,135
135,110,95
135,110,95
135,110,95
132,132,126
132,132,126
132,132,126
143,137,131
143,137,131
143,137,131
162,148,134
152,136,121
152,136,121
151,133,119
151,133,119
151,133,119
142,140,137
142,140,137
142,140,137
142,140,137
142,140,137
149,131,117
149,131,117
149,131,117
133,130,122
133,130,122
139,119,106
139,119,106
150,130,117
150,130,117
194,152,141
198,161,153
137,111,98
137,111,98
137,113,99
137,113,99
137,113,99
134,131,125
134,131,125
134,131,125
125,107,97
125,107,97
125,107,97
142,137,131
142,137,131
142,137,131
138,119,105
138,119,105
138,119,105
140,117,103
140,117,103
140,117,103
205,202,200
205,202,200
142,141,129
142,141,129
151,133,119
151,133,119
125,109,101
125,112,104
125,112,104
144,137,129
144,126,114
144,126,114
159,144,137
159,144,137
186,151,142
121,109,103
121,109,103
151,152,154
127,107,97
127,107,97
127,107,97
127,107,97
127,107,97
139,135,128
139,135,128
139,135,128
128,113,101
128,113,101
135,132,127
135,132,127
135,132,127
184,181,178
184,181,178
141,138,132
141,138,132
141,138,132
141,138,132
126,107,96
126,107,96
173,171,167
173,171,167
139,122,112
139,122,112
139,122,112
165,162,159
165,162,159
142,138,132
142,138,132
142,138,132
190,191,189
127,110,98
199,195,192
199,195,192
121,105,93
121,105,93
142,137,132
142,137,132
142,137,132
159,159,160
118,102,92
118,102,92
118,102,92
152,147,146
152,147,146
142,138,131
142,138,131
116,101,91
116,101,91
143,140,135
134,133,127
134,133,127
134,133,127
144,139,134
176,174,172
118,105,97
118,105,97
125,121,114
125,121,114
152,137,123
141,139,137
141,139,137
141,139,137
141,139,137
141,139,137
115,102,92
115,102,92
115,102,92
104,75,57
104,75,57
115,101,91
115,101,91
115,101,91
124,109,95
124,109,95
124,109,95
124,109,95
145,143,141
145,143,141
145,143,141
106,94,85
106,94,85
124,133,118
121,102,87
121,102,87
119,129,119
188,188,186
116,99,88
116,99,88
116,99,88
116,99,88
116,99,88
118,100,86
118,100,86
118,100,86
166,154,141
125,119,116
175,167,167
120,97,81
120,97,81
120,97,81
166,160,153
166,160,153
113,92,79
113,92,79
113,92,79
113,92,79
140,133,123
140,133,123
148,145,143
114,95,84
114,95,84
114,95,84
114,95,84
114,95,84
106,91,82
106,91,82
106,91,82
106,91,82
106,91,82
130,130,126
143,141,139
143,141,139
143,141,139
113,92,77
113,92,77
145,143,141
145,143,141
145,143,141
145,143,141
143,141,139
143,141,139
143,141,139
143,141,139
143,141,139
123,109,97
123,109,97
123,109,97
123,109,97
123,109,97
168,166,164
110,93,81
110,93,81
110,93,81
110,93,81
110,93,81
118,106,95
118,106,95
118,106,95
112,97,85
112,97,85
112,97,85
118,100,87
118,100,87
118,100,87
118,100,87
137,137,134
145,143,141
145,143,141
145,143,141
145,143,141
137,135,133
137,135,133
143,137,133
143,137,133
145,143,141
145,143,141
145,143,141
145,143,141
145,143,141
97,87,80
97,87,80
97,87,80
97,87,80
97,87,80
171,169,165
177,175,170
112,101,92
112,101,92
112,101,92
112,101,92
112,101,92
117,101,90
117,101,90
117,101,90
117,101,90
117,101,90
186,187,185
184,183,182
114,113,110
189,188,187
159,156,151
142,124,103
173,160,148
110,111,108
110,111,108
138,121,101
138,121,101
136,118,96
136,118,96
136,118,96
175,174,173
136,120,98
136,120,98
136,120,98
136,120,98
164,150,135
164,150,135
133,116,94
133,116,94
129,109,86
129,109,86
169,155,145
169,155,145
169,155,145
159,155,148
159,155,148
134,117,93
137,119,97
137,119,97
137,126,121
137,126,121
125,116,105
125,116,105
136,118,93
133,124,117
133,124,117
133,124,117
133,124,117
124,115,104
124,115,104
145,144,143
132,131,131
132,131,131
134,119,108
134,119,108
160,156,147
160,156,147
162,156,147
162,156,147
136,138,138
136,138,138
136,138,138
136,138,138
136,138,138
150,116,91
150,116,91
135,137,137
135,137,137
135,137,137
135,137,137
135,137,137
146,140,132
146,140,132
150,150,152
155,148,139
155,148,139
155,148,139
123,112,107
123,112,107
123,112,107
123,112,107
123,112,107
153,148,140
153,148,140
153,148,140
153,148,140
153,148,140
155,148,139
155,148,139
155,148,139
159,143,126
119,120,122
153,144,130
128,119,111
128,119,111
106,106,108
133,132,134
133,132,134
134,133,134
117,108,99
117,108,99
112,103,95
112,103,95
112,103,95
143,142,144
137,136,137
131,123,119
131,123,119
131,123,119
131,123,119
129,121,117
129,121,117
129,121,117
129,121,117
129,121,117
117,108,102
117,108,102
122,122,122
122,122,122
122,122,122
122,122,122
122,122,122
149,148,150
140,140,141
119,112,101
119,112,101
119,112,101
119,112,101
119,112,101
136,136,137
133,132,134
133,132,134
133,132,134
118,111,101
118,111,101
140,138,138
140,114,95
140,114,95
140,114,95
133,118,106
133,118,106
133,118,106
133,118,106
134,130,120
134,130,120
113,108,102
113,108,102
113,108,102
205,203,200
205,203,200
205,203,200
205,203,200
205,203,200
111,107,101
111,107,101
119,120,120
119,120,120
119,120,120
119,120,120
119,120,120
117,109,92
117,109,92
117,109,92
141,141,142
141,141,142
113,109,103
113,109,103
148,149,150
136,129,122
136,129,122
136,129,122
136,129,122
146,147,147
145,144,145
135,136,136
135,136,136
135,136,136
135,136,136
135,136,136
149,148,150
171,169,166
154,147,141
159,152,144
159,152,144
165,164,160
165,164,160
169,168,165
169,168,165
169,168,165
174,173,170
174,173,170
174,173,170
172,168,164
172,168,164
172,168,164
172,168,164
172,168,164
170,165,161
170,165,161
170,165,161
170,165,161
177,174,171
177,174,171
177,174,171
171,167,161
176,175,172
176,175,172
176,175,172
176,175,172
128,119,116
128,119,116
128,119,116
165,163,158
165,163,158
165,163,158
134,123,117
134,123,117
134,123,117
133,119,107
133,119,107
133,119,107
133,119,107
104,82,56
99,76,51
188,185,179
177,173,168
177,173,168
192,189,183
192,189,183
192,189,183
98,70,65
98,70,65
98,70,65
98,70,65
98,70,65
101,70,66
101,70,66
101,70,66
96,67,63
96,67,63
96,67,63
110,75,71
110,75,71
163,160,156
163,160,156
165,163,159
165,163,159
159,157,153
159,157,153
167,165,161
167,165,161
167,165,161
167,165,161
144,131,119
144,131,119
144,131,119
161,159,154
161,159,154
172,167,160
144,136,126
154,151,146
154,151,146
154,151,146
154,151,146
154,151,146
154,151,146
154,151,146
154,151,146
148,145,141
148,145,141
148,145,141
152,138,124
169,163,156
177,174,168
177,174,168
89,91,91
89,91,91
73,76,75
73,76,75
70,73,72
70,73,72
110,110,107
109,109,105
111,112,109
111,112,109
115,115,108
112,112,106
116,117,112
113,114,109
162,161,159
162,161,159
154,153,152
154,153,152
154,153,151
154,153,151
154,153,151
153,151,150
153,151,150
153,151,150
153,151,150
143,152,153
143,152,153
143,152,153
152,151,149
152,151,149
152,151,149
152,151,149
152,151,149
93,78,69
93,78,69
95,80,73
95,80,73
95,80,73
95,80,73
97,78,69
97,78,69
103,85,74
103,85,74
103,85,74
102,85,75
102,85,75
102,85,75
103,85,74
103,85,74
103,85,74
103,85,74
103,85,74
141,128,117
141,128,117
141,128,117
136,124,114
190,186,183
190,186,183
143,128,117
143,128,117
191,187,186
191,187,186
191,187,186
191,187,186
144,130,119
133,127,123
133,127,123
133,127,123
133,127,123
133,127,119
192,189,188
192,189,188
133,114,95
133,114,95
135,127,124
140,133,123
140,133,123
124,122,116
124,122,116
196,189,188
196,189,188
196,189,188
203,201,198
203,201,198
137,128,117
156,134,120
156,134,120
136,128,121
136,128,121
127,122,114
184,182,177
184,182,177
184,182,177
